task_id,seed,success,steps,final_progress,checkpoint_sha256,trajectory_sha256,metric_scores_read
plate_push,131507043,False,500,0.0162369254976511,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507044,False,500,0.016558010131120682,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507045,False,500,0.00626905495300889,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507046,False,500,0.006542459595948458,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507047,False,500,0.3274368643760681,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507048,False,500,0.01641121320426464,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507049,False,500,0.057445719838142395,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507050,False,500,0.031854789704084396,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507051,False,500,0.01307760737836361,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507052,False,500,0.0334952287375927,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507053,False,500,0.07347820699214935,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507054,False,500,0.07039244472980499,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507055,False,500,0.02378956414759159,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507056,False,500,0.002108639571815729,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507057,False,500,0.014591488055884838,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507058,False,500,0.003228500485420227,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
