balanced_prediction_error,contact_accuracy,effect_norm_spearman,level,mean_nrmse,mean_predicted_effect_norm,mean_true_effect_norm,method,mse,n,phase,predicted_to_true_norm_ratio,rmse,split,task_id,uncertainty_error_spearman
0.3296498060867456,0.9609375,0.2771561312850112,task,1.157853242322354,1.3978043009216587,5.445398946906472,MC_NCEA,2.4233154084061925,1536,ALL,0.25669456261156964,1.5567001665080507,development,plate_push,0.6691846659545547
0.3506636327175394,0.9029947916666666,0.03321405997342426,task,0.8641680661109196,1.0406114723009523,4.367578772038974,MC_NCEA,0.9885780357772251,1536,ALL,0.23825820359850086,0.9942726164273182,development,stove_turn_on,0.5840287630944837
0.44209666297988287,0.9186197916666666,0.052705752471637834,task,9.395431811385828,11.80235940621545,5.625075812355294,MC_NCEA,21.010837383337872,1536,ALL,2.0981689491707747,4.583757997902799,development,wine_rack,0.7493680017494633
0.020122287775035014,1.0,0.6124243053804208,phase,0.6038764557429378,1.1800480187327291,1.988647388310725,MC_NCEA,0.05369734708056354,1536,free_space,0.5933922854645096,0.23172688035824315,development,ALL,0.7532900453313384
0.4848722625521353,0.7213541666666666,0.08837850329759525,phase,1.1433173118935318,2.685714947680632,6.188727355672161,MC_NCEA,3.0931890083109965,1536,pre_contact,0.4339688587539877,1.7587464309305638,development,ALL,0.5600168297097227
0.45700636588856164,0.9609375,-0.05904316594960303,phase,1.2549840124360199,1.5857560948740381,6.311293918537867,MC_NCEA,2.371720280098927,1536,contact_onset,0.2512568920639667,1.5400390514850353,development,ALL,0.0059279526564079525
0.5848018000030558,0.998046875,-0.25813577650315644,phase,9.515005493133296,11.89688344889631,6.453666211815038,MC_NCEA,21.46243838199942,1536,post_contact,1.8434302392516229,4.632757103712585,development,ALL,0.5471740387382457
0.3813457369141396,0.8719075520833334,0.36776701624239566,pooled,1.2722559702143683,1.124084296961276,5.235583718583947,NCEA,1.9448522252801606,6144,ALL,0.21470085426602706,1.3945795872879254,development,ALL,0.5237949001833014
0.39928426407223266,0.892578125,0.4464342433332839,task,1.0405549585774665,0.8900790679423759,5.504281343035051,NCEA,1.8843507186261597,1536,ALL,0.16170668112171532,1.3727165470796072,development,bowl_on_plate,0.5479966473035377
0.3372041714567971,0.9609375,0.33914720017257144,task,1.1621950091727355,1.155104870160964,5.445398946906472,NCEA,2.372162504205209,1536,ALL,0.21212492994974746,1.5401826204074662,development,plate_push,0.6285728496224507
0.36907742984744624,0.9029947916666666,0.3558867989431165,task,1.0203555393856683,0.47309038006157306,4.367578772038974,NCEA,1.0477484996343298,1536,ALL,0.10831868290281896,1.0235958673394152,development,stove_turn_on,0.40125768834016096
0.4198170822800824,0.7311197916666666,0.11782579647733751,task,1.865918373721603,1.9780628696801916,5.625075812355294,NCEA,2.4751471786549444,1536,ALL,0.35165088181308446,1.573260048006986,development,wine_rack,0.4817570920962329
0.049233925145556655,1.0,0.411115111982605,phase,0.967913984404162,0.2928741199042027,1.988647388310725,NCEA,0.1346549716575285,1536,free_space,0.14727302669428358,0.3669536369318725,development,ALL,0.38531459146164426
0.4707147570097021,0.7161458333333334,0.4807379859502521,phase,1.0029503408754665,0.718075190554373,6.188727355672161,NCEA,2.448891806817,1536,pre_contact,0.11602954037007862,1.5648935448831656,development,ALL,0.24397100749376402
0.44882649437009375,0.9609375,-0.09041130070105688,phase,1.204895005822369,1.310237725963816,6.311293918537867,NCEA,2.33674833416397,1536,contact_onset,0.20760207698698935,1.5286426443626286,development,ALL,0.09545712410910887
0.5566077711312057,0.810546875,-0.27762428623210955,phase,1.9132645497554754,2.175150151422713,6.453666211815038,NCEA,2.8591137884821443,1536,post_contact,0.33704100584572544,1.6908914183004609,development,ALL,0.20279422901855532
0.40901829574334125,0.87255859375,0.2931161097600357,pooled,1.596511890894382,1.7253172019069705,5.235583718583947,P3_mode_shuffled_atlas,2.2630666903818004,6144,ALL,0.32953674215596573,1.5043492581118922,development,ALL,0.5965890784076704
